timestamp,device_id,x,y,z
2024-01-01 04:10:00,1,0.68,-1.2,226.6
2024-01-01 04:11:00,1,-1.65,-0.19,226.08
2024-01-01 04:12:00,1,1.66,0.47,225.39
2024-01-01 04:13:00,1,-1.08,-0.5,229.16
2024-01-01 04:14:00,1,1.83,0.67,225.85
2024-01-01 04:15:00,1,1.81,-0.61,224.7
2024-01-01 04:16:00,1,0.1,-0.66,226.93
2024-01-01 04:17:00,1,1.99,1.39,225.93
2024-01-01 04:18:00,1,0.45,0.72,229.08
2024-01-01 04:19:00,1,-1.32,1.19,228.45
2024-01-01 04:20:00,1,-1.69,0.32,226.5
2024-01-01 04:21:00,1,-0.9,-0.02,227.51
2024-01-01 04:22:00,1,-0.01,0.59,227.31
2024-01-01 04:23:00,1,0.69,-1.7,228.09
2024-01-01 04:24:00,1,0.94,-1.61,227.19
2024-01-01 04:25:00,1,0.77,0.79,223.31
2024-01-01 04:26:00,1,-0.71,0.42,223.52
2024-01-01 04:27:00,1,1.98,-1.14,224.03
2024-01-01 04:28:00,1,-0.45,0.11,225.2
2024-01-01 04:29:00,1,0.92,-1.91,229.53
2024-01-01 04:30:00,1,0.76,0.49,229.9
2024-01-01 04:31:00,1,0.57,0.96,225.58
2024-01-01 04:32:00,1,0.78,1.61,224.2
2024-01-01 04:33:00,1,-0.96,1.03,228.98
2024-01-01 04:34:00,1,1.14,0.26,226.49
2024-01-01 04:35:00,1,-0.69,0.88,224.22
2024-01-01 04:36:00,1,-1.65,-1.93,228.44
2024-01-01 04:37:00,1,-0.5,0.4,224.99
2024-01-01 04:38:00,1,-1.12,0.1,229.29
2024-01-01 04:39:00,1,0.15,-1.34,226.8
2024-01-01 04:40:00,1,1.44,0.61,229.06
2024-01-01 04:41:00,1,-1.59,1.39,229.93
2024-01-01 04:42:00,1,-1.53,0.32,228.86
2024-01-01 04:43:00,1,-0.58,-0.21,225.53
2024-01-01 04:44:00,1,-0.14,0.56,227.66
2024-01-01 04:45:00,1,-1.01,1.51,226.75
2024-01-01 04:46:00,1,1.84,1.78,224.76
2024-01-01 04:47:00,1,-0.94,-1.73,223.44
2024-01-01 04:48:00,1,1.92,1.22,229.78
2024-01-01 04:49:00,1,-0.42,1.64,229.5
2024-01-01 04:50:00,1,0.51,0.19,228.32
2024-01-01 04:51:00,1,-0.18,0.19,225.88
2024-01-01 04:52:00,1,0.99,0.44,229.54
2024-01-01 04:53:00,1,-1.21,-1.18,223.33
2024-01-01 04:54:00,1,-0.08,-1.62,226.44
2024-01-01 04:55:00,1,0.34,-0.98,224.31
2024-01-01 04:56:00,1,0.78,0.93,223.28
2024-01-01 04:57:00,1,1.65,-1.94,228.3
2024-01-01 04:58:00,1,0.96,-1.42,228.54
2024-01-01 04:59:00,1,-1.95,-1.39,224.89
2024-01-01 05:00:00,1,0.96,1.15,224.43
2024-01-01 05:01:00,1,1.15,1.04,224.47
2024-01-01 05:02:00,1,1.86,1.88,226.86
2024-01-01 05:03:00,1,0.45,-0.49,226.7
2024-01-01 05:04:00,1,1.95,1.13,226.67
2024-01-01 05:05:00,1,-0.58,-0.92,229.31
2024-01-01 05:06:00,1,-1.71,0.3,228.04
2024-01-01 05:07:00,1,-1.74,0.77,228.82
2024-01-01 05:08:00,1,-0.27,-1.83,229.76
2024-01-01 05:09:00,1,0.85,-0.61,229.79
2024-01-01 05:10:00,1,-1.87,-1.86,227.24
2024-01-01 05:11:00,1,1.76,0.6,227.42
2024-01-01 05:12:00,1,0.34,-0.7,225.7
2024-01-01 05:13:00,1,0.65,-1.5,224.58
2024-01-01 05:14:00,1,-1.81,1.81,225.97
2024-01-01 05:15:00,1,-1.2,-1.42,225.96
2024-01-01 05:16:00,1,-1.44,-1.86,223.75
2024-01-01 05:17:00,1,-0.19,0.98,225.93
2024-01-01 05:18:00,1,-0.34,1.75,223.27
2024-01-01 05:19:00,1,0.23,1.22,226.25
2024-01-01 05:20:00,1,-0.93,0.41,226.57
2024-01-01 05:21:00,1,1.19,-1.97,226.98
2024-01-01 05:22:00,1,-0.7,0.59,223.04
2024-01-01 05:23:00,1,1.58,-0.12,226.33
2024-01-01 05:24:00,1,-0.5,-0.08,223.6
2024-01-01 05:25:00,1,-0.52,-0.5,228.42
2024-01-01 05:26:00,1,-0.11,0.28,227.42
2024-01-01 05:27:00,1,-0.2,1.83,227.24
2024-01-01 05:28:00,1,-0.45,-1.12,226.32
2024-01-01 05:29:00,1,1.95,-0.1,228.51
2024-01-01 05:30:00,1,0.08,-1.06,228.57
2024-01-01 05:31:00,1,-0.52,-0.78,229.41
2024-01-01 05:32:00,1,0.14,-0.94,228.73
2024-01-01 05:33:00,1,-0.41,-0.71,224.1
2024-01-01 05:34:00,1,-1.75,-1.63,229.46
2024-01-01 05:35:00,1,-1.33,-0.22,225.61
2024-01-01 05:36:00,1,1.1,0.43,225.52
2024-01-01 05:37:00,1,-1.21,-0.8,223.02
2024-01-01 05:38:00,1,0.74,0.6,223.31
2024-01-01 05:39:00,1,-1.02,-1.0,226.5
2024-01-01 05:40:00,1,-1.5,0.74,227.15
2024-01-01 05:41:00,1,1.58,-1.83,226.38
2024-01-01 05:42:00,1,0.57,0.57,227.77
2024-01-01 05:43:00,1,-0.18,0.53,229.88
2024-01-01 05:44:00,1,1.64,1.58,223.91
2024-01-01 05:45:00,1,1.72,-0.24,225.1
2024-01-01 05:46:00,1,1.99,0.95,225.18
2024-01-01 05:47:00,1,-1.34,1.95,223.85
2024-01-01 05:48:00,1,-1.94,1.95,225.0
2024-01-01 05:49:00,1,-1.21,0.17,224.39
2024-01-01 05:50:00,1,-1.2,-1.34,226.69
2024-01-01 05:51:00,1,-1.9,1.63,226.73
2024-01-01 05:52:00,1,0.49,-0.85,227.33
2024-01-01 05:53:00,1,0.44,0.06,223.63
2024-01-01 05:54:00,1,0.95,1.06,224.56
2024-01-01 05:55:00,1,-0.03,-0.57,227.27
2024-01-01 05:56:00,1,-0.26,0.61,229.16
2024-01-01 05:57:00,1,1.8,-1.59,223.27
2024-01-01 05:58:00,1,0.59,-0.54,223.82
2024-01-01 05:59:00,1,-1.64,1.46,225.15
2024-01-01 06:00:00,1,-0.39,-1.03,227.58
2024-01-01 06:01:00,1,-1.16,0.7,225.55
2024-01-01 06:02:00,1,-1.93,1.16,227.48
2024-01-01 06:03:00,1,1.01,-0.01,228.77
2024-01-01 06:04:00,1,1.88,0.45,228.62
2024-01-01 06:05:00,1,1.46,1.22,229.86
2024-01-01 06:06:00,1,1.56,0.83,228.01
2024-01-01 06:07:00,1,-2.0,0.08,224.47
2024-01-01 06:08:00,1,0.56,-1.45,229.3
2024-01-01 06:09:00,1,-1.99,-1.75,226.69
2024-01-01 06:10:00,1,-1.87,1.92,228.65
2024-01-01 06:11:00,1,0.32,0.8,227.73
2024-01-01 06:12:00,1,0.95,1.63,225.55
2024-01-01 06:13:00,1,-0.83,1.11,229.49
2024-01-01 06:14:00,1,0.37,0.46,229.9
2024-01-01 06:15:00,1,1.81,-1.06,229.6
2024-01-01 06:16:00,1,-1.17,-0.37,224.1
2024-01-01 06:17:00,1,1.12,1.66,223.92
2024-01-01 06:18:00,1,0.01,-1.96,227.57
2024-01-01 06:19:00,1,-1.09,1.33,227.75
2024-01-01 06:20:00,1,0.13,1.24,227.3
2024-01-01 06:21:00,1,1.68,0.69,228.45
2024-01-01 06:22:00,1,2.0,1.78,228.46
2024-01-01 06:23:00,1,1.34,1.93,226.48
2024-01-01 06:24:00,1,-0.17,0.05,228.89
2024-01-01 06:25:00,1,0.62,0.74,229.35
2024-01-01 06:26:00,1,-1.13,-1.4,227.23
2024-01-01 06:27:00,1,1.15,-0.3,224.05
2024-01-01 06:28:00,1,-0.63,-0.36,228.79
2024-01-01 06:29:00,1,1.47,0.76,228.61
2024-01-01 06:30:00,1,1.65,-1.68,228.71
2024-01-01 06:31:00,1,1.2,0.03,223.22
2024-01-01 06:32:00,1,0.14,1.44,227.43
2024-01-01 06:33:00,1,1.19,1.84,223.65
2024-01-01 06:34:00,1,-0.46,0.93,226.59
2024-01-01 06:35:00,1,0.91,0.34,227.38
2024-01-01 06:36:00,1,-0.08,-1.98,228.88
2024-01-01 06:37:00,1,-0.26,1.65,229.8
2024-01-01 06:38:00,1,1.82,0.48,225.95
2024-01-01 06:39:00,1,-1.62,-0.16,225.51
2024-01-01 06:40:00,1,0.55,0.07,226.61
2024-01-01 06:41:00,1,-0.59,-0.66,227.05
2024-01-01 06:42:00,1,-0.05,0.41,226.72
2024-01-01 06:43:00,1,-0.86,0.6,227.59
2024-01-01 06:44:00,1,-0.25,-0.8,223.52
2024-01-01 06:45:00,1,1.31,-1.55,225.72
2024-01-01 06:46:00,1,-1.0,1.46,225.72
2024-01-01 06:47:00,1,1.53,1.23,224.0
2024-01-01 06:48:00,1,-0.16,-0.94,226.46
2024-01-01 06:49:00,1,-0.3,0.76,229.99
2024-01-01 06:50:00,1,-1.61,-1.35,226.57
2024-01-01 06:51:00,1,1.09,-1.61,226.4
2024-01-01 06:52:00,1,1.37,-1.02,226.48
2024-01-01 06:53:00,1,1.39,-1.43,227.6
2024-01-01 06:54:00,1,-1.22,1.38,229.56
2024-01-01 06:55:00,1,1.41,1.64,228.31
2024-01-01 06:56:00,1,1.0,1.92,223.78
2024-01-01 06:57:00,1,0.5,-0.06,228.86
2024-01-01 06:58:00,1,1.44,0.61,224.69
2024-01-01 06:59:00,1,1.41,-0.28,224.19
2024-01-01 07:00:00,1,-1.13,-0.65,225.81
2024-01-01 07:01:00,1,0.2,-0.45,228.55
2024-01-01 07:02:00,1,-1.45,1.62,228.06
2024-01-01 07:03:00,1,0.75,0.58,223.81
2024-01-01 07:04:00,1,-1.89,1.59,223.49
2024-01-01 07:05:00,1,0.22,-1.13,230.0
2024-01-01 07:06:00,1,-1.4,1.11,229.11
2024-01-01 07:07:00,1,-1.45,-0.86,225.87
2024-01-01 07:08:00,1,-1.75,-0.88,227.61
2024-01-01 07:09:00,1,0.55,1.66,225.89
2024-01-01 07:10:00,1,0.69,1.52,227.74
2024-01-01 07:11:00,1,-1.39,0.98,227.27
2024-01-01 07:12:00,1,-0.67,-1.69,227.96
2024-01-01 07:13:00,1,1.17,0.18,229.52
2024-01-01 07:14:00,1,-1.6,-0.46,228.68
2024-01-01 07:15:00,1,-0.63,-1.99,224.3
2024-01-01 07:16:00,1,0.74,0.15,229.12
2024-01-01 07:17:00,1,-1.99,-1.04,223.53
2024-01-01 07:18:00,1,1.84,-1.6,229.71
2024-01-01 07:19:00,1,-0.28,-1.38,226.33
2024-01-01 07:20:00,1,-1.72,-1.8,223.76
2024-01-01 07:21:00,1,1.27,-1.22,223.12
2024-01-01 07:22:00,1,-1.17,0.53,227.93
2024-01-01 07:23:00,1,-1.89,-1.9,223.6
2024-01-01 07:24:00,1,0.11,-1.53,228.13
2024-01-01 07:25:00,1,-0.9,1.44,224.47
2024-01-01 07:26:00,1,-1.03,-0.37,225.53
2024-01-01 07:27:00,1,-1.91,-1.05,228.42
2024-01-01 07:28:00,1,-1.73,1.5,227.32
2024-01-01 07:29:00,1,0.2,-0.56,229.61
2024-01-01 07:30:00,1,1.58,1.4,225.56
2024-01-01 07:31:00,1,-0.11,-0.23,226.16
2024-01-01 07:32:00,1,1.2,-0.94,225.05
2024-01-01 07:33:00,1,-1.71,-0.75,223.54
2024-01-01 07:34:00,1,1.23,-1.79,229.97
2024-01-01 07:35:00,1,1.2,-0.26,228.21
2024-01-01 07:36:00,1,0.61,-0.61,226.66
2024-01-01 07:37:00,1,0.6,-0.75,226.59
2024-01-01 07:38:00,1,1.49,-0.62,227.17
2024-01-01 07:39:00,1,-1.16,0.05,225.57
2024-01-01 07:40:00,1,-1.93,-0.02,224.57
2024-01-01 07:41:00,1,-1.35,0.32,223.43
2024-01-01 07:42:00,1,1.66,1.63,225.51
2024-01-01 07:43:00,1,-1.92,-1.4,226.81
2024-01-01 07:44:00,1,-1.67,0.74,228.92
2024-01-01 07:45:00,1,1.77,0.51,223.86
2024-01-01 07:46:00,1,0.36,0.18,225.89
2024-01-01 07:47:00,1,-1.53,-0.49,228.92
2024-01-01 07:48:00,1,0.98,0.66,224.27
2024-01-01 07:49:00,1,-1.04,-1.13,225.21
2024-01-01 07:50:00,1,-1.04,-0.12,223.62
2024-01-01 07:51:00,1,-0.86,0.49,223.5
2024-01-01 07:52:00,1,1.59,-1.81,229.17
2024-01-01 07:53:00,1,-0.54,-1.05,223.35
2024-01-01 07:54:00,1,-1.3,0.77,224.17
2024-01-01 07:55:00,1,1.27,0.17,223.23
2024-01-01 07:56:00,1,-1.95,1.34,224.12
2024-01-01 07:57:00,1,-0.08,1.04,227.15
2024-01-01 07:58:00,1,-1.72,0.0,227.14
2024-01-01 07:59:00,1,0.72,1.68,224.63
2024-01-01 08:00:00,1,-0.74,1.74,225.14
2024-01-01 08:01:00,1,-1.32,-1.47,226.9
2024-01-01 08:02:00,1,0.18,1.43,229.75
2024-01-01 08:03:00,1,-0.79,-1.49,226.91
2024-01-01 08:04:00,1,-1.37,-1.93,227.07
2024-01-01 08:05:00,1,1.12,0.89,225.29
2024-01-01 08:06:00,1,1.86,-1.39,225.6
2024-01-01 08:07:00,1,1.19,-0.94,229.18
2024-01-01 08:08:00,1,1.03,-1.05,227.3
2024-01-01 08:09:00,1,0.48,-1.05,225.34
2024-01-01 08:10:00,1,-1.23,-1.63,228.34
2024-01-01 08:11:00,1,1.19,1.57,223.92
2024-01-01 08:12:00,1,0.62,-1.55,228.45
2024-01-01 08:13:00,1,-1.1,1.08,223.75
2024-01-01 08:14:00,1,-1.04,-0.44,228.18
2024-01-01 08:15:00,1,-1.18,0.32,225.73
2024-01-01 08:16:00,1,-1.32,-1.66,226.5
2024-01-01 08:17:00,1,-0.81,0.21,228.59
