timestamp,device_id,x,y,z,true_label
2024-01-01 01:05:00,1,-0.1,-0.44,227.81,1
2024-01-01 01:06:00,1,-0.62,1.71,229.46,1
2024-01-01 01:07:00,1,0.98,-0.44,223.87,1
2024-01-01 01:08:00,1,0.26,1.86,228.29,1
2024-01-01 01:09:00,1,-1.24,-0.17,229.85,1
2024-01-01 01:10:00,1,0.22,1.78,223.08,1
2024-01-01 01:11:00,1,-1.75,-0.4,226.92,1
2024-01-01 01:12:00,1,1.94,-0.28,227.75,1
2024-01-01 01:13:00,1,-0.23,0.42,225.01,1
2024-01-01 01:14:00,1,-0.79,1.52,224.87,1
2024-01-01 01:15:00,1,0.41,-0.18,227.08,1
2024-01-01 01:16:00,1,0.55,-0.69,225.38,1
2024-01-01 01:17:00,1,1.49,-1.16,225.97,1
2024-01-01 01:18:00,1,0.75,1.63,225.75,1
2024-01-01 01:19:00,1,-0.68,-1.12,224.31,1
2024-01-01 01:20:00,1,0.49,-1.34,223.1,1
2024-01-01 01:21:00,1,-0.72,-1.89,223.68,1
2024-01-01 01:22:00,1,-0.58,-0.21,227.29,1
2024-01-01 01:23:00,1,-1.24,1.68,228.98,1
2024-01-01 01:24:00,1,0.12,1.67,224.08,1
2024-01-01 01:25:00,1,1.57,-2.0,228.57,1
2024-01-01 01:26:00,1,-0.9,-1.04,223.31,1
2024-01-01 01:27:00,1,0.05,-0.49,226.65,1
2024-01-01 01:28:00,1,-0.75,-0.54,225.35,1
2024-01-01 01:29:00,1,-1.39,-0.95,229.53,1
2024-01-01 01:30:00,1,-1.04,-1.45,229.82,1
2024-01-01 01:31:00,1,1.59,-0.02,224.29,1
2024-01-01 01:32:00,1,-1.35,-1.8,229.77,1
2024-01-01 01:33:00,1,0.85,-0.23,228.0,1
2024-01-01 01:34:00,1,1.96,0.26,225.14,1
2024-01-01 01:35:00,1,0.69,-0.93,228.44,1
2024-01-01 01:36:00,1,-1.33,-1.97,226.85,1
2024-01-01 01:37:00,1,-0.42,1.92,229.47,1
2024-01-01 01:38:00,1,-0.34,1.69,229.45,1
2024-01-01 01:39:00,1,-1.14,1.51,225.98,1
2024-01-01 01:40:00,1,1.81,-0.11,229.71,1
2024-01-01 01:41:00,1,0.59,-0.89,223.36,1
2024-01-01 01:42:00,1,-0.72,0.15,229.68,1
2024-01-01 01:43:00,1,-1.56,-0.96,229.26,1
2024-01-01 01:44:00,1,-1.38,1.0,227.44,1
2024-01-01 01:45:00,1,0.92,-1.99,224.43,1
2024-01-01 01:46:00,1,-1.57,0.68,228.79,1
2024-01-01 01:47:00,1,1.72,-0.55,227.9,1
2024-01-01 01:48:00,1,0.88,0.87,224.59,1
2024-01-01 01:49:00,1,-0.98,0.28,223.95,1
2024-01-01 01:50:00,1,-0.09,1.32,223.41,1
2024-01-01 01:51:00,1,0.38,-0.94,224.22,1
2024-01-01 01:52:00,1,0.57,-1.19,228.54,1
2024-01-01 01:53:00,1,0.37,-0.31,226.7,1
2024-01-01 01:54:00,1,0.43,-0.8,228.35,1
2024-01-01 01:55:00,1,1.52,-2.0,229.31,1
2024-01-01 01:56:00,1,1.47,0.21,224.12,1
2024-01-01 01:57:00,1,0.83,1.78,226.4,1
2024-01-01 01:58:00,1,1.5,-0.73,224.29,1
2024-01-01 01:59:00,1,-1.08,1.96,223.63,1
2024-01-01 02:00:00,1,-0.79,-1.51,227.54,1
2024-01-01 02:01:00,1,-1.31,-1.7,224.97,1
2024-01-01 02:02:00,1,1.91,0.35,225.27,1
2024-01-01 02:03:00,1,0.97,1.87,228.67,1
2024-01-01 02:04:00,1,0.25,0.96,229.24,1
2024-01-01 02:05:00,1,-1.34,-1.0,227.41,1
2024-01-01 02:06:00,1,1.71,-1.65,228.56,1
2024-01-01 02:07:00,1,0.25,-1.17,229.53,1
2024-01-01 02:08:00,1,-1.07,-1.69,228.95,1
2024-01-01 02:09:00,1,0.15,-0.57,223.43,1
2024-01-01 02:10:00,1,-1.5,1.98,224.67,1
2024-01-01 02:11:00,1,1.24,0.46,224.18,1
2024-01-01 02:12:00,1,-0.02,-0.81,227.65,1
2024-01-01 02:13:00,1,-1.67,1.14,228.24,1
2024-01-01 02:14:00,1,-1.41,-1.76,229.73,1
2024-01-01 02:15:00,1,0.33,1.79,227.98,1
2024-01-01 02:16:00,1,-1.45,-0.22,226.08,1
2024-01-01 02:17:00,1,1.53,-0.57,229.71,1
2024-01-01 02:18:00,1,1.14,-1.05,226.23,1
2024-01-01 02:19:00,1,1.63,-1.14,225.0,1
2024-01-01 02:20:00,1,0.22,0.25,228.36,1
2024-01-01 02:21:00,1,0.63,0.84,225.06,1
2024-01-01 02:22:00,1,-0.51,0.2,225.24,1
2024-01-01 02:23:00,1,-1.01,-1.61,224.2,1
2024-01-01 02:24:00,1,1.67,1.61,223.94,1
2024-01-01 02:25:00,1,-1.11,-1.01,227.68,1
2024-01-01 02:26:00,1,1.82,-1.9,227.88,1
2024-01-01 02:27:00,1,-0.0,-0.21,227.57,1
2024-01-01 02:28:00,1,-1.81,1.03,226.19,1
2024-01-01 02:29:00,1,0.19,0.73,230.0,1
2024-01-01 02:30:00,1,0.66,-0.05,226.82,1
2024-01-01 02:31:00,1,1.68,-1.95,229.43,1
2024-01-01 02:32:00,1,1.46,-1.07,223.62,1
2024-01-01 02:33:00,1,0.12,1.06,223.36,1
2024-01-01 02:34:00,1,1.56,-0.72,224.32,1
2024-01-01 02:35:00,1,0.2,1.26,227.52,1
2024-01-01 02:36:00,1,-0.41,0.74,225.8,1
2024-01-01 02:37:00,1,0.06,-0.61,227.39,1
2024-01-01 02:38:00,1,-0.97,1.78,227.06,1
2024-01-01 02:39:00,1,-0.16,1.94,228.23,1
2024-01-01 02:40:00,1,-0.66,0.95,226.98,1
2024-01-01 02:41:00,1,1.18,-0.69,223.41,1
2024-01-01 02:42:00,1,-0.89,0.64,225.52,1
2024-01-01 02:43:00,1,1.72,-1.17,226.92,1
2024-01-01 02:44:00,1,1.71,0.22,225.56,1
2024-01-01 02:45:00,1,1.9,-1.02,226.34,1
2024-01-01 02:46:00,1,-1.35,1.48,228.33,1
2024-01-01 02:47:00,1,0.16,-0.35,228.07,1
2024-01-01 02:48:00,1,-1.66,1.38,223.27,1
2024-01-01 02:49:00,1,0.95,0.61,225.72,1
2024-01-01 02:50:00,1,1.51,1.47,225.47,1
2024-01-01 02:51:00,1,-1.42,-0.06,227.91,1
2024-01-01 02:52:00,1,-0.68,-0.23,228.37,1
2024-01-01 02:53:00,1,1.11,-0.92,226.91,1
2024-01-01 02:54:00,1,1.95,0.7,224.84,1
2024-01-01 02:55:00,1,1.19,0.72,227.85,1
2024-01-01 02:56:00,1,-0.24,0.62,225.83,1
2024-01-01 02:57:00,1,-0.55,1.31,229.6,1
2024-01-01 02:58:00,1,-1.97,-1.45,224.18,1
2024-01-01 02:59:00,1,-1.65,-1.08,229.69,1
2024-01-01 03:00:00,1,1.54,-1.67,223.67,1
2024-01-01 03:01:00,1,-0.26,1.39,226.02,1
2024-01-01 03:02:00,1,1.73,1.71,229.96,1
2024-01-01 03:03:00,1,-1.16,0.06,227.27,1
2024-01-01 03:04:00,1,-1.71,1.41,225.7,1
2024-01-01 03:05:00,1,-0.19,0.41,225.06,1
2024-01-01 03:06:00,1,-1.74,-0.38,228.24,1
2024-01-01 03:07:00,1,1.46,1.19,225.84,1
2024-01-01 03:08:00,1,-0.1,-1.29,229.86,1
2024-01-01 03:09:00,1,0.8,-1.78,225.62,1
2024-01-01 03:10:00,1,0.36,-1.19,223.54,1
2024-01-01 03:11:00,1,-1.07,0.23,225.81,1
2024-01-01 03:12:00,1,-0.72,-1.23,226.8,1
2024-01-01 03:13:00,1,0.14,1.96,225.35,1
2024-01-01 03:14:00,1,1.35,0.12,227.67,1
2024-01-01 03:15:00,1,1.22,-1.53,225.55,1
2024-01-01 03:16:00,1,0.86,-0.01,223.55,1
2024-01-01 03:17:00,1,0.26,0.35,224.01,1
2024-01-01 03:18:00,1,-1.65,1.46,226.64,1
2024-01-01 03:19:00,1,-0.43,1.44,225.4,1
2024-01-01 03:20:00,1,1.28,-0.86,229.69,1
2024-01-01 03:21:00,1,-1.14,-1.01,226.23,1
2024-01-01 03:22:00,1,-0.96,1.38,229.02,1
2024-01-01 03:23:00,1,0.97,1.13,223.97,1
2024-01-01 03:24:00,1,-0.32,0.23,227.24,1
2024-01-01 03:25:00,1,-1.94,-1.96,225.21,1
2024-01-01 03:26:00,1,1.45,-1.83,224.22,1
2024-01-01 03:27:00,1,0.22,1.29,227.55,1
2024-01-01 03:28:00,1,-1.69,1.37,226.71,1
2024-01-01 03:29:00,1,0.99,-1.51,224.42,1
2024-01-01 03:30:00,1,0.73,1.66,228.66,1
2024-01-01 03:31:00,1,-1.32,1.05,227.35,1
2024-01-01 03:32:00,1,1.91,1.57,229.54,1
2024-01-01 03:33:00,1,0.13,-1.6,225.29,1
2024-01-01 03:34:00,1,1.88,-0.76,224.99,1
2024-01-01 03:35:00,1,-1.44,0.09,226.96,1
2024-01-01 03:36:00,1,0.74,-1.52,229.1,1
2024-01-01 03:37:00,1,1.66,-0.38,225.3,1
2024-01-01 03:38:00,1,-1.55,0.99,225.63,1
2024-01-01 03:39:00,1,-0.73,-0.59,224.27,1
2024-01-01 03:40:00,1,1.04,1.45,229.29,1
2024-01-01 03:41:00,1,1.26,1.8,225.67,1
2024-01-01 03:42:00,1,1.61,-1.15,225.3,1
2024-01-01 03:43:00,1,-1.95,-1.24,226.86,1
2024-01-01 03:44:00,1,-1.85,-1.37,227.52,1
2024-01-01 03:45:00,1,0.15,1.79,229.37,1
2024-01-01 03:46:00,1,-1.79,1.59,225.13,1
2024-01-01 03:47:00,1,1.21,-0.09,225.45,1
2024-01-01 03:48:00,1,1.8,1.0,226.58,1
2024-01-01 03:49:00,1,0.93,1.24,224.28,1
2024-01-01 03:50:00,1,1.34,1.05,225.05,1
2024-01-01 03:51:00,1,0.43,1.33,228.71,1
2024-01-01 03:52:00,1,0.3,-1.62,227.27,1
2024-01-01 03:53:00,1,-1.77,-0.97,225.89,1
2024-01-01 03:54:00,1,0.37,-1.29,225.06,1
2024-01-01 03:55:00,1,-1.35,0.2,225.58,1
2024-01-01 03:56:00,1,1.54,0.7,229.56,1
2024-01-01 03:57:00,1,1.51,-0.22,227.35,1
2024-01-01 03:58:00,1,-1.04,-0.82,229.7,1
2024-01-01 03:59:00,1,1.73,-0.19,229.96,1
2024-01-01 04:00:00,1,-1.69,1.05,229.58,1
2024-01-01 04:01:00,1,0.26,1.95,223.55,1
2024-01-01 04:02:00,1,0.48,0.06,228.68,1
2024-01-01 04:03:00,1,0.32,-1.72,223.2,1
2024-01-01 04:04:00,1,0.98,-1.76,223.59,1
2024-01-01 04:05:00,1,1.19,0.59,223.6,1
2024-01-01 04:06:00,1,1.04,1.48,229.64,1
2024-01-01 04:07:00,1,-1.89,-0.92,229.91,1
2024-01-01 04:08:00,1,0.05,0.53,224.08,1
2024-01-01 04:09:00,1,1.74,0.21,227.08,1
2024-01-01 04:10:00,1,0.96,1.08,224.21,1
2024-01-01 04:11:00,1,-1.36,1.92,223.22,1
2024-01-01 04:12:00,1,1.4,0.13,223.35,1
2024-01-01 04:13:00,1,1.74,-1.98,229.55,1
2024-01-01 04:14:00,1,-0.85,0.29,223.91,1
2024-01-01 04:15:00,1,0.84,0.3,225.17,1
2024-01-01 04:16:00,1,0.84,0.48,229.91,1
2024-01-01 04:17:00,1,-1.07,-1.42,225.68,1
2024-01-01 04:18:00,1,1.5,-1.18,226.8,1
2024-01-01 04:19:00,1,-1.83,1.14,227.95,1
2024-01-01 04:20:00,1,-1.75,-1.51,223.91,1
2024-01-01 04:21:00,1,1.65,1.85,226.69,1
2024-01-01 04:22:00,1,0.27,-1.77,226.91,1
2024-01-01 04:23:00,1,1.11,-0.68,228.48,1
2024-01-01 04:24:00,1,-0.36,-0.73,224.19,1
2024-01-01 04:25:00,1,0.12,1.69,224.18,1
2024-01-01 04:26:00,1,1.08,1.14,225.84,1
2024-01-01 04:27:00,1,-1.9,1.65,226.88,1
2024-01-01 04:28:00,1,1.27,0.49,228.95,1
2024-01-01 04:29:00,1,0.76,-1.13,227.22,1
2024-01-01 04:30:00,1,1.72,-1.56,226.53,1
2024-01-01 04:31:00,1,-0.78,0.83,228.95,1
2024-01-01 04:32:00,1,-1.85,0.92,223.67,1
2024-01-01 04:33:00,1,1.46,1.57,224.62,1
2024-01-01 04:34:00,1,1.49,1.24,229.74,1
2024-01-01 04:35:00,1,0.63,-0.67,227.55,1
2024-01-01 04:36:00,1,1.9,-0.17,225.7,1
2024-01-01 04:37:00,1,-1.56,-1.02,228.23,1
2024-01-01 04:38:00,1,-0.89,1.78,227.07,1
2024-01-01 04:39:00,1,1.42,-1.6,228.49,1
2024-01-01 04:40:00,1,1.03,0.67,223.97,1
2024-01-01 04:41:00,1,1.97,-0.96,227.75,1
2024-01-01 04:42:00,1,-1.91,-1.0,226.3,1
2024-01-01 04:43:00,1,-0.22,-0.76,224.16,1
2024-01-01 04:44:00,1,-0.21,-0.78,229.32,1
2024-01-01 04:45:00,1,-0.64,-0.73,226.36,1
2024-01-01 04:46:00,1,-0.28,1.38,229.29,1
2024-01-01 04:47:00,1,1.03,-0.81,229.61,1
2024-01-01 04:48:00,1,0.04,-0.03,223.8,1
2024-01-01 04:49:00,1,-0.47,-1.45,228.24,1
2024-01-01 04:50:00,1,-0.83,-1.95,226.06,1
2024-01-01 04:51:00,1,-1.81,-1.16,228.9,1
2024-01-01 04:52:00,1,-1.53,0.9,227.18,1
2024-01-01 04:53:00,1,1.71,-0.53,225.84,1
2024-01-01 04:54:00,1,1.84,-1.93,226.0,1
2024-01-01 04:55:00,1,0.86,-1.76,227.3,1
2024-01-01 04:56:00,1,1.61,1.38,223.74,1
2024-01-01 04:57:00,1,-1.27,1.68,226.87,1
2024-01-01 04:58:00,1,1.34,1.06,226.81,1
2024-01-01 04:59:00,1,1.56,0.68,225.59,1
2024-01-01 05:00:00,1,0.11,1.63,223.88,1
2024-01-01 05:01:00,1,1.74,0.51,228.53,1
2024-01-01 05:02:00,1,-1.35,-1.52,228.17,1
2024-01-01 05:03:00,1,0.07,-1.77,223.14,1
2024-01-01 05:04:00,1,0.42,1.48,225.01,1
2024-01-01 05:05:00,1,-1.1,-1.57,228.35,1
2024-01-01 05:06:00,1,-0.97,-1.34,224.24,1
2024-01-01 05:07:00,1,1.35,1.79,226.33,1
2024-01-01 05:08:00,1,1.06,-1.33,226.05,1
2024-01-01 05:09:00,1,1.07,-0.05,227.19,1
2024-01-01 05:10:00,1,-1.67,1.07,226.63,1
2024-01-01 05:11:00,1,0.23,1.13,224.2,1
2024-01-01 05:12:00,1,-0.4,1.1,229.78,1
2024-01-01 05:13:00,1,0.98,0.89,224.87,1
2024-01-01 05:14:00,1,-0.29,-1.84,227.34,1
2024-01-01 05:15:00,1,-0.15,1.26,227.29,1
2024-01-01 05:16:00,1,-0.66,-1.15,227.46,1
2024-01-01 05:17:00,1,-1.96,-0.0,223.21,1
2024-01-01 05:18:00,1,1.78,-1.65,226.84,1
2024-01-01 05:19:00,1,0.49,-0.32,229.23,1
2024-01-01 05:20:00,1,1.07,1.87,228.73,1
2024-01-01 05:21:00,1,-0.07,1.93,226.53,1
2024-01-01 05:22:00,1,0.37,0.66,226.02,1
2024-01-01 05:23:00,1,-0.28,0.19,227.82,1
2024-01-01 05:24:00,1,-0.21,-1.53,224.66,1
2024-01-01 05:25:00,1,-1.15,-0.99,226.77,1
2024-01-01 05:26:00,1,-1.4,0.71,223.98,1
2024-01-01 05:27:00,1,1.22,1.38,224.74,1
2024-01-01 05:28:00,1,-0.07,1.28,224.3,1
2024-01-01 05:29:00,1,-0.07,1.1,228.52,1
2024-01-01 05:30:00,1,-0.29,-1.72,227.66,1
2024-01-01 05:31:00,1,1.84,0.72,223.49,1
2024-01-01 05:32:00,1,-0.45,0.56,224.05,1
2024-01-01 05:33:00,1,-0.92,-1.48,224.45,1
2024-01-01 05:34:00,1,1.08,1.75,227.36,1
2024-01-01 05:35:00,1,-0.08,1.05,223.39,1
2024-01-01 05:36:00,1,-1.98,-1.64,226.19,1
2024-01-01 05:37:00,1,1.58,0.1,227.26,1
2024-01-01 05:38:00,1,0.72,0.57,226.76,1
2024-01-01 05:39:00,1,-0.69,1.36,226.77,1
2024-01-01 05:40:00,1,-1.24,0.03,225.28,1
2024-01-01 05:41:00,1,0.71,-1.7,225.28,1
2024-01-01 05:42:00,1,0.36,-1.44,226.54,1
2024-01-01 05:43:00,1,0.62,-1.1,230.0,1
2024-01-01 05:44:00,1,-0.87,1.36,228.66,1
2024-01-01 05:45:00,1,-1.52,1.52,229.12,1
2024-01-01 05:46:00,1,0.51,1.41,227.93,1
2024-01-01 05:47:00,1,-0.56,1.71,225.63,1
2024-01-01 05:48:00,1,-0.85,-0.02,224.35,1
2024-01-01 05:49:00,1,-1.13,-0.83,224.17,1
2024-01-01 05:50:00,1,0.21,1.62,229.48,1
2024-01-01 05:51:00,1,0.68,-0.72,228.5,1
2024-01-01 05:52:00,1,-1.09,-1.6,223.47,1
2024-01-01 05:53:00,1,-0.63,1.73,224.09,1
2024-01-01 05:54:00,1,-0.3,-1.73,229.76,1
2024-01-01 05:55:00,1,1.64,-1.74,229.85,1
2024-01-01 05:56:00,1,1.71,-1.44,225.54,1
2024-01-01 05:57:00,1,0.18,1.07,228.87,1
2024-01-01 05:58:00,1,1.38,-1.38,227.02,1
2024-01-01 05:59:00,1,1.96,1.2,227.51,1
2024-01-01 06:00:00,1,-1.36,-0.28,228.99,1
2024-01-01 06:01:00,1,1.61,-0.05,224.76,1
2024-01-01 06:02:00,1,0.27,-0.82,227.54,1
2024-01-01 06:03:00,1,1.88,1.95,223.33,1
2024-01-01 06:04:00,1,1.18,1.19,227.28,1
2024-01-01 06:05:00,1,-0.68,0.44,225.9,1
2024-01-01 06:06:00,1,0.43,1.15,229.4,1
2024-01-01 06:07:00,1,1.85,1.9,229.07,1
2024-01-01 06:08:00,1,1.1,-0.1,225.54,1
2024-01-01 06:09:00,1,-1.03,-0.63,227.35,1
2024-01-01 06:10:00,1,-0.59,-0.55,225.02,1
2024-01-01 06:11:00,1,1.14,-0.97,227.03,1
2024-01-01 06:12:00,1,-0.12,-1.11,228.62,1
2024-01-01 06:13:00,1,-0.2,-1.47,225.43,1
2024-01-01 06:14:00,1,-0.23,-0.79,226.08,1
2024-01-01 06:15:00,1,0.86,1.77,226.5,1
2024-01-01 06:16:00,1,-1.78,0.26,229.27,1
2024-01-01 06:17:00,1,1.07,1.77,224.01,1
2024-01-01 06:18:00,1,-0.84,-0.1,227.87,1
2024-01-01 06:19:00,1,1.32,-1.78,226.05,1
2024-01-01 06:20:00,1,-1.07,1.0,224.77,1
2024-01-01 06:21:00,1,1.03,1.38,223.92,1
2024-01-01 06:22:00,1,1.22,1.4,229.69,1
2024-01-01 06:23:00,1,1.76,1.68,225.8,1
2024-01-01 06:24:00,1,-1.84,-0.66,229.36,1
2024-01-01 06:25:00,1,-0.68,1.46,228.18,1
2024-01-01 06:26:00,1,-1.65,1.24,227.2,1
2024-01-01 06:27:00,1,-1.06,-0.02,227.9,1
2024-01-01 06:28:00,1,-0.49,-0.67,223.27,1
2024-01-01 06:29:00,1,-0.64,-0.12,224.18,1
2024-01-01 06:30:00,1,-1.75,0.03,227.78,1
2024-01-01 06:31:00,1,1.97,-0.29,227.3,1
2024-01-01 06:32:00,1,-0.0,1.07,227.97,1
2024-01-01 06:33:00,1,-1.46,-0.13,229.19,1
2024-01-01 06:34:00,1,0.19,-0.9,225.31,1
2024-01-01 06:35:00,1,0.51,-1.24,229.67,1
2024-01-01 06:36:00,1,0.93,1.44,227.51,1
2024-01-01 06:37:00,1,0.43,0.23,228.78,1
2024-01-01 06:38:00,1,-1.27,0.75,223.77,1
2024-01-01 06:39:00,1,-0.21,-1.14,225.07,1
2024-01-01 06:40:00,1,0.18,-0.27,226.98,1
2024-01-01 06:41:00,1,-1.45,-0.26,228.32,1
2024-01-01 06:42:00,1,-0.11,-1.57,228.17,1
2024-01-01 06:43:00,1,-1.63,1.7,224.77,1
2024-01-01 06:44:00,1,1.67,1.04,224.2,1
2024-01-01 06:45:00,1,-1.58,0.99,227.14,1
2024-01-01 06:46:00,1,-0.17,-1.3,226.92,1
2024-01-01 06:47:00,1,0.48,-0.31,226.43,1
2024-01-01 06:48:00,1,1.03,0.27,226.89,1
2024-01-01 06:49:00,1,-1.89,-0.91,226.07,1
2024-01-01 06:50:00,1,-1.72,-1.93,225.02,1
2024-01-01 06:51:00,1,-1.54,-0.11,223.56,1
2024-01-01 06:52:00,1,-0.32,-0.24,227.05,1
2024-01-01 06:53:00,1,-0.78,-1.44,224.22,1
2024-01-01 06:54:00,1,0.45,0.54,224.56,1
2024-01-01 06:55:00,1,1.79,0.51,224.29,1
2024-01-01 06:56:00,1,1.78,0.63,227.96,1
2024-01-01 06:57:00,1,-0.04,-1.01,225.43,1
2024-01-01 06:58:00,1,-0.53,1.15,227.55,1
2024-01-01 06:59:00,1,-1.43,0.72,226.36,1
2024-01-01 07:00:00,1,-0.46,-0.47,226.1,1
2024-01-01 07:01:00,1,1.2,0.95,228.77,1
2024-01-01 07:02:00,1,-1.23,0.05,226.81,1
2024-01-01 07:03:00,1,-1.9,-0.97,229.6,1
2024-01-01 07:04:00,1,-0.71,0.36,226.35,1
2024-01-01 07:05:00,1,0.63,-0.17,226.85,1
2024-01-01 07:06:00,1,-0.89,1.88,229.82,1
2024-01-01 07:07:00,1,0.74,-1.47,228.63,1
2024-01-01 07:08:00,1,0.72,0.85,226.53,1
2024-01-01 07:09:00,1,-0.61,-0.22,225.73,1
2024-01-01 07:10:00,1,-0.72,1.21,223.4,1
2024-01-01 07:11:00,1,0.92,0.33,229.26,1
2024-01-01 07:12:00,1,0.49,1.47,226.09,1
2024-01-01 07:13:00,1,1.76,1.96,224.91,1
2024-01-01 07:14:00,1,1.36,-0.46,229.03,1
2024-01-01 07:15:00,1,0.0,0.86,227.62,1
2024-01-01 07:16:00,1,0.13,-1.73,229.4,1
2024-01-01 07:17:00,1,-0.58,-1.69,227.98,1
2024-01-01 07:18:00,1,-0.39,-0.23,225.12,1
2024-01-01 07:19:00,1,0.74,1.4,223.47,1
2024-01-01 07:20:00,1,1.22,0.01,226.36,1
2024-01-01 07:21:00,1,0.45,-0.23,223.87,1
2024-01-01 07:22:00,1,1.07,-1.88,223.51,1
2024-01-01 07:23:00,1,-0.81,-0.83,226.58,1
2024-01-01 07:24:00,1,-0.83,0.73,224.41,1
2024-01-01 07:25:00,1,-1.07,-1.28,223.97,1
2024-01-01 07:26:00,1,-1.11,0.85,229.4,1
2024-01-01 07:27:00,1,1.56,1.14,224.64,1
2024-01-01 07:28:00,1,-1.45,-0.29,224.07,1
2024-01-01 07:29:00,1,1.86,1.29,224.62,1
2024-01-01 07:30:00,1,-1.71,-0.79,230.0,1
2024-01-01 07:31:00,1,1.85,0.76,223.54,1
2024-01-01 07:32:00,1,0.05,-0.95,228.43,1
2024-01-01 07:33:00,1,-0.51,-0.35,226.44,1
2024-01-01 07:34:00,1,-0.77,1.07,223.6,1
2024-01-01 07:35:00,1,1.55,-1.32,225.78,1
2024-01-01 07:36:00,1,0.26,-1.93,226.66,1
2024-01-01 07:37:00,1,-0.54,-0.78,225.36,1
2024-01-01 07:38:00,1,0.62,1.97,225.76,1
2024-01-01 07:39:00,1,1.47,1.1,223.59,1
2024-01-01 07:40:00,1,1.31,-1.32,226.55,1
2024-01-01 07:41:00,1,0.11,-0.36,226.09,1
2024-01-01 07:42:00,1,-0.18,1.37,229.92,1
2024-01-01 07:43:00,1,-1.61,1.56,228.32,1
2024-01-01 07:44:00,1,-0.79,0.25,226.08,1
